userid,movieid,tagid,timestamp
146,1702,726,"2007-09-25 03:03:11"
146,1704,901,"2008-03-24 20:47:36"
146,1709,107,"2006-10-30 20:15:37"
146,1725,2038,"2008-03-11 22:30:54"
146,1751,942,"2007-10-17 04:16:51"
146,1793,942,"2007-08-20 03:22:48"
146,1831,305,"2008-04-02 19:47:08"
146,1835,132,"2007-12-01 06:49:54"
146,1844,107,"2008-11-27 15:09:58"
146,1847,109,"2008-11-15 03:28:19"
146,1858,2055,"2008-03-30 17:55:46"
146,1864,705,"2007-12-15 03:51:25"
146,1878,645,"2007-12-23 18:52:46"
146,1927,140,"2008-04-21 01:47:05"
146,1929,966,"2008-03-22 21:20:03"
146,1938,107,"2006-10-30 20:19:19"
146,1981,305,"2008-04-02 22:08:54"
146,1984,107,"2007-12-15 02:17:25"
146,2004,107,"2006-10-30 20:17:19"
146,2014,2056,"2007-09-15 22:21:18"
146,2021,2057,"2008-05-31 05:31:19"
146,2037,107,"2006-10-30 19:45:30"
146,2049,305,"2008-04-08 06:58:49"
146,2054,2058,"2007-12-13 20:53:17"
146,2055,1007,"2007-12-01 17:27:37"
146,2061,305,"2008-04-02 22:07:18"
146,2077,107,"2008-04-30 01:06:41"
146,2103,140,"2008-02-28 05:16:25"
146,2119,2046,"2007-12-15 01:49:37"
146,2149,305,"2008-04-03 01:50:28"
146,2160,1019,"2008-04-05 04:37:00"
146,2165,305,"2008-04-16 22:29:12"
146,2170,877,"2007-03-01 22:07:43"
146,2179,305,"2008-04-02 20:59:31"
146,2208,995,"2006-09-04 04:09:31"
146,2211,1007,"2007-12-15 23:38:35"
146,2214,995,"2006-09-04 04:06:35"
146,2229,2059,"2007-12-02 17:58:22"
146,2238,995,"2006-09-04 04:09:00"
146,2242,877,"2006-10-12 05:00:04"
146,2246,2060,"2007-12-01 20:02:17"
146,2261,1039,"2007-11-01 17:00:17"
146,2279,305,"2008-04-02 03:02:20"
146,2295,795,"2007-11-22 05:09:32"
146,2304,305,"2008-04-14 21:59:47"
146,2310,942,"2007-10-17 04:26:31"
146,2312,291,"2007-12-13 20:47:21"
146,2385,305,"2008-04-02 20:32:54"
146,2405,903,"2006-05-27 04:10:04"
146,2419,877,"2006-10-12 04:42:26"
146,2434,107,"2008-05-01 14:59:47"
146,2445,2061,"2007-11-15 12:23:26"
146,2446,2051,"2007-12-23 17:59:22"
146,2468,107,"2008-04-05 00:33:45"
146,2470,140,"2008-02-28 05:52:35"
146,2472,2029,"2007-11-20 20:56:15"
146,2477,180,"2008-03-20 21:09:50"
146,2496,305,"2008-04-02 02:27:24"
146,2507,855,"2008-09-11 21:57:59"
146,2516,503,"2008-03-03 11:01:40"
146,2545,2051,"2007-12-23 18:04:19"
146,2557,132,"2007-12-01 06:51:49"
146,2564,107,"2008-04-05 00:14:14"
146,2577,2056,"2008-03-29 01:57:58"
146,2593,2062,"2007-12-01 18:15:52"
146,2597,964,"2007-12-01 19:14:26"
146,2599,573,"2008-03-12 20:29:30"
146,2617,132,"2007-12-01 06:29:04"
146,2618,903,"2006-05-27 04:28:27"
146,2625,406,"2007-12-01 17:11:00"
146,2641,2063,"2007-12-16 05:38:16"
146,2666,717,"2007-03-23 02:55:54"
146,2708,770,"2008-04-20 23:49:32"
146,2737,2064,"2008-02-27 05:53:25"
146,2766,305,"2008-04-02 03:11:49"
146,2774,305,"2008-04-02 22:40:10"
146,2788,2065,"2007-12-01 07:15:35"
146,2803,2029,"2007-11-20 20:55:05"
146,2805,2066,"2007-11-26 01:47:11"
146,2824,1047,"2007-07-01 03:42:28"
146,2833,305,"2008-04-04 21:32:42"
146,2863,406,"2007-12-01 07:00:14"
146,2909,406,"2007-12-01 07:07:17"
146,2913,827,"2007-12-01 17:51:27"
146,2931,107,"2008-08-11 21:59:51"
146,2949,942,"2007-10-17 04:30:11"
146,2953,140,"2008-04-14 13:25:55"
146,2955,705,"2008-03-26 03:22:54"
146,2959,2029,"2007-11-20 20:55:38"
146,2968,566,"2008-05-06 00:43:34"
146,2991,2067,"2007-11-22 20:27:37"
146,2995,107,"2008-08-13 02:41:57"
146,3003,770,"2006-10-12 04:37:43"
146,3021,107,"2008-01-29 20:14:49"
146,3030,2068,"2007-12-04 12:11:56"
146,3045,2037,"2007-01-20 23:42:52"
146,3072,2069,"2007-10-17 04:42:36"
146,3073,2058,"2007-12-01 07:21:40"
146,3084,331,"2007-11-26 01:59:50"
146,3097,109,"2008-03-29 02:18:50"
146,3124,2070,"2007-11-26 02:41:04"
146,3126,354,"2007-12-15 06:15:36"
146,3163,847,"2008-07-11 17:20:49"
146,3170,862,"2007-11-22 18:59:12"
146,3172,107,"2008-05-10 18:12:56"
146,3187,107,"2007-12-15 01:43:40"
146,3214,2071,"2007-12-14 22:35:27"
146,3229,2070,"2007-11-26 02:40:10"
146,3251,2029,"2007-11-20 20:56:51"
146,3276,305,"2008-04-02 19:30:56"
146,3279,862,"2007-11-22 18:16:51"
146,3290,2052,"2008-03-30 18:04:15"
146,3305,2029,"2007-11-20 21:12:37"
146,3343,305,"2008-04-03 02:34:46"
146,3349,107,"2008-04-16 21:19:44"
146,3351,2029,"2007-11-20 20:53:44"
146,3356,305,"2008-04-06 03:12:29"
146,3365,556,"2007-12-06 21:21:16"
146,3375,107,"2008-04-10 23:49:05"
146,3376,140,"2008-02-28 05:33:15"
146,3383,140,"2008-02-28 05:20:06"
146,3395,107,"2007-12-27 20:15:59"
146,3402,2064,"2008-02-27 05:48:30"
146,3403,1039,"2007-11-01 17:07:00"
146,3412,107,"2008-05-22 22:41:23"
146,3455,305,"2008-04-02 19:36:34"
146,3464,305,"2008-04-02 20:38:50"
146,3505,2029,"2007-11-20 21:07:51"
146,3510,109,"2008-03-29 02:27:05"
146,3518,705,"2007-12-14 03:06:12"
146,3529,2070,"2007-11-26 02:43:30"
146,3580,109,"2008-03-29 02:29:15"
146,3583,770,"2007-12-03 01:27:12"
146,3588,305,"2008-04-03 01:54:25"
146,3620,2072,"2008-07-10 17:56:05"
146,3631,109,"2008-03-29 02:32:30"
146,3635,109,"2008-03-29 02:16:42"
146,3663,1007,"2007-12-15 23:52:17"
146,3681,305,"2008-04-03 02:03:33"
146,3685,507,"2007-11-20 20:33:04"
146,3691,2052,"2008-03-30 18:04:49"
146,3697,770,"2006-10-12 05:07:54"
146,3703,862,"2007-12-23 18:07:15"
146,3705,688,"2007-12-01 17:20:32"
146,3731,1039,"2007-11-01 17:04:26"
146,3782,2073,"2008-08-20 15:00:59"
146,3837,2074,"2008-03-03 23:52:10"
146,3848,2029,"2007-11-20 21:18:25"
146,3886,305,"2008-04-02 04:01:36"
146,3898,2049,"2008-03-11 22:39:23"
146,3908,673,"2008-04-08 06:52:29"
146,3911,1039,"2007-11-01 17:01:54"
146,3936,107,"2007-12-29 21:15:19"
146,3946,305,"2008-04-03 02:54:35"
146,3963,507,"2007-11-20 20:16:15"
146,3974,732,"2008-04-08 07:35:04"
146,3975,770,"2008-03-06 21:02:09"
146,3977,197,"2007-12-05 17:49:56"
146,3993,901,"2008-07-11 22:57:13"
146,3994,795,"2007-11-22 05:11:14"
146,4000,503,"2007-10-17 01:40:38"
146,4004,1047,"2008-04-16 20:39:06"
146,4033,2029,"2007-11-20 21:18:58"
146,4034,2029,"2007-11-20 20:54:46"
146,4042,111,"2007-12-16 04:44:30"
146,4057,903,"2006-05-27 04:14:14"
146,4062,849,"2008-04-18 18:49:12"
146,4087,2046,"2007-12-15 01:47:10"
146,4105,2075,"2007-12-15 05:07:20"
146,4116,2076,"2008-05-03 23:11:01"
146,4135,140,"2007-12-24 00:34:18"
146,4147,107,"2008-09-14 14:20:16"
146,4155,107,"2006-10-30 19:42:52"
146,4171,849,"2008-08-30 20:15:45"
146,4214,770,"2007-12-15 23:47:49"
146,4229,2030,"2007-12-29 02:12:24"
146,4247,1039,"2007-11-01 17:08:12"
146,4249,107,"2008-03-23 16:52:11"
146,4252,484,"2007-12-23 21:35:32"
146,4259,2077,"2008-12-04 21:56:59"
146,4296,770,"2006-10-12 05:08:14"
146,4321,2078,"2007-12-01 19:25:28"
146,4337,2056,"2008-03-29 01:54:17"
146,4354,1075,"2007-11-20 04:16:42"
146,4355,227,"2007-11-22 04:47:03"
146,4358,1047,"2007-07-01 03:41:54"
146,4360,305,"2008-04-02 22:13:43"
146,4387,2037,"2008-07-07 22:01:26"
146,4407,248,"2008-02-27 05:00:19"
146,4452,861,"2007-11-22 05:05:22"
146,4468,2033,"2008-10-10 22:01:31"
146,4506,2029,"2007-11-20 20:47:47"
146,4657,2029,"2007-11-20 21:20:21"
146,4672,305,"2008-04-03 02:46:21"
146,4676,2049,"2008-03-11 22:40:14"
146,4682,2029,"2007-11-20 20:50:22"
146,4699,2079,"2008-08-03 06:43:23"
146,4710,305,"2008-04-02 20:01:48"
146,4763,942,"2007-11-26 01:38:38"
146,4768,942,"2007-11-26 01:31:16"
146,4772,903,"2006-05-27 04:13:17"
146,4777,2032,"2007-11-20 04:00:46"
146,4785,305,"2008-04-03 02:05:27"
146,4851,2078,"2007-12-01 19:23:18"
146,4858,107,"2008-04-10 23:48:35"
146,4870,354,"2007-12-15 06:11:08"
146,4885,109,"2008-11-09 20:21:38"
146,4896,227,"2007-11-22 04:46:04"
146,4921,645,"2008-09-20 06:52:53"
146,4922,556,"2007-11-25 05:46:52"
146,4952,2029,"2007-11-20 21:08:48"
146,4954,770,"2008-04-20 23:57:51"
146,4956,795,"2007-11-22 05:12:15"
146,4990,305,"2008-04-02 19:44:40"
146,5123,1007,"2007-12-15 23:40:47"
146,5159,901,"2008-04-28 21:52:12"
146,5188,2070,"2007-11-26 02:44:49"
146,5195,942,"2007-12-01 19:26:52"
146,5199,903,"2006-05-27 04:19:00"
146,5203,305,"2008-04-02 22:11:57"
146,5205,2079,"2008-04-28 02:12:11"
146,5247,305,"2008-04-02 20:35:24"
146,5269,911,"2007-09-25 03:25:53"
146,5303,959,"2008-04-03 01:45:03"
146,5306,770,"2007-12-03 01:09:57"
146,5350,107,"2006-10-30 19:24:15"
146,5351,883,"2007-11-22 03:41:14"
146,5374,305,"2008-04-02 02:51:00"
146,5386,770,"2006-11-13 22:52:12"
146,5449,305,"2008-04-03 01:37:23"
146,5520,141,"2008-03-03 11:17:59"
146,5533,903,"2006-05-27 04:15:50"
146,5553,178,"2008-04-28 01:57:58"
146,5567,507,"2007-11-20 20:20:16"
146,5572,2049,"2008-03-11 22:41:26"
146,5580,305,"2008-04-03 02:50:12"
146,5600,305,"2008-04-10 23:51:46"
146,5608,305,"2008-04-03 02:23:52"
146,5688,842,"2007-12-14 23:37:20"
146,5694,134,"2007-12-15 04:45:22"
146,5713,507,"2007-11-20 20:17:24"
146,5715,556,"2007-11-15 12:14:01"
146,5735,847,"2008-05-04 03:45:42"
146,5770,305,"2008-04-08 07:26:20"
146,5783,107,"2006-10-30 19:44:10"
146,5784,107,"2008-04-02 22:35:47"
146,5805,331,"2007-12-23 18:25:10"
146,5834,2046,"2007-12-15 01:52:51"
146,5842,227,"2007-12-16 03:55:11"
146,5845,942,"2007-10-17 04:26:53"
146,5846,855,"2008-10-26 17:28:07"
146,5856,305,"2008-04-02 22:55:21"
146,5857,705,"2008-01-23 21:42:36"
146,5895,2043,"2008-04-08 07:58:08"
146,5904,305,"2008-04-03 02:10:23"
146,6089,2080,"2007-11-26 02:19:43"
146,6146,305,"2008-04-03 02:38:12"
146,6189,983,"2007-11-26 01:38:03"
146,6205,107,"2006-10-30 19:46:08"
146,6222,248,"2007-12-14 23:13:38"
146,6223,1050,"2007-02-09 03:17:51"
146,6234,503,"2007-11-26 05:55:49"
146,6270,1007,"2007-12-15 23:34:50"
146,6296,107,"2008-04-01 02:58:39"
146,6355,556,"2007-11-15 12:13:11"
146,6365,107,"2008-11-21 06:12:40"
146,6372,2029,"2007-11-20 20:41:56"
146,6423,688,"2007-12-01 17:23:28"
146,6426,861,"2007-11-15 11:25:40"
146,6441,537,"2008-04-25 19:41:22"
146,6473,305,"2008-04-02 03:35:18"
146,6475,901,"2008-07-11 22:58:22"
146,6476,2029,"2007-11-20 21:02:46"
146,6482,2081,"2008-03-11 23:36:29"
146,6506,178,"2008-08-23 20:03:46"
146,6509,1047,"2007-11-20 21:05:01"
146,6534,305,"2008-04-02 02:34:34"
146,6535,732,"2008-06-16 01:38:39"
146,6550,888,"2008-04-03 01:39:51"
146,6561,582,"2007-12-06 20:49:02"
146,6574,2029,"2007-11-20 21:09:52"
146,6586,813,"2007-11-22 04:52:06"
146,6594,1047,"2008-07-21 09:39:41"
146,6597,1050,"2007-02-09 03:19:05"
146,6654,572,"2008-03-24 01:30:43"
146,6685,305,"2008-04-02 22:27:36"
146,6686,741,"2008-11-27 05:53:19"
146,6687,305,"2008-04-03 02:41:29"
146,6716,2029,"2007-11-20 21:01:34"
146,6738,2043,"2008-04-08 07:59:25"
146,6757,801,"2007-12-15 06:25:51"
146,6759,107,"2008-08-25 20:52:05"
146,6762,141,"2008-03-03 11:13:40"
146,6764,2082,"2008-03-23 18:18:43"
146,6768,107,"2006-10-30 20:13:11"
146,6777,770,"2006-10-12 05:08:22"
146,6794,2057,"2008-05-31 05:30:52"
146,6829,210,"2006-10-12 04:12:57"
146,6834,132,"2007-12-01 06:54:14"
146,6844,210,"2006-10-12 04:23:50"
146,6846,107,"2006-10-30 20:16:05"
146,6866,77,"2007-11-20 05:00:49"
146,6891,2044,"2007-11-22 18:49:37"
146,6906,2083,"2008-11-23 08:24:32"
146,6931,107,"2008-11-09 20:20:51"
146,6947,847,"2007-11-22 06:47:18"
146,6967,140,"2008-04-07 18:51:20"
146,6989,795,"2008-04-20 23:45:57"
146,7010,107,"2008-04-05 00:31:48"
146,7015,2078,"2007-12-01 19:16:57"
146,7029,507,"2007-11-20 20:30:58"
146,7034,995,"2007-05-02 01:00:05"
146,7041,2053,"2007-09-06 01:53:13"
146,7045,107,"2008-03-22 21:52:20"
146,7047,305,"2008-04-02 20:04:18"
146,7049,107,"2008-07-18 20:40:18"
146,7050,107,"2006-10-30 19:24:19"
146,7051,107,"2006-10-30 19:44:43"
146,7071,2073,"2008-08-20 15:02:28"
146,7076,2029,"2007-11-20 20:49:28"
146,7102,2045,"2008-04-08 07:43:33"
146,7143,883,"2007-11-22 03:51:45"
146,7146,507,"2007-11-20 20:16:01"
146,7202,159,"2006-08-19 17:10:49"
146,7206,568,"2007-11-28 05:13:23"
146,7225,109,"2008-03-29 02:24:36"
146,7251,562,"2007-12-04 20:23:36"
146,7260,989,"2007-12-24 01:05:39"
146,7263,1047,"2006-11-04 03:53:15"
146,7267,623,"2008-09-04 05:05:07"
146,7274,2079,"2008-08-16 15:44:18"
146,7325,132,"2007-12-01 06:30:34"
146,7330,161,"2007-11-23 06:23:48"
146,7331,140,"2008-02-28 05:23:08"
146,7338,107,"2008-02-28 04:28:09"
146,7341,862,"2007-11-26 01:23:04"
146,7378,2084,"2008-07-08 01:34:19"
146,7392,2053,"2007-09-06 01:52:30"
146,7445,2085,"2008-04-16 20:47:12"
146,7500,2049,"2008-03-11 22:29:21"
146,7523,2086,"2007-11-22 20:13:22"
146,7555,1039,"2007-11-24 21:46:25"
146,7557,659,"2007-12-27 23:29:31"
146,7618,770,"2008-04-21 00:18:36"
146,7626,2073,"2008-08-20 15:01:48"
146,7662,107,"2007-12-15 02:01:07"
146,7677,109,"2008-05-02 20:26:52"
146,7678,2073,"2008-08-20 14:59:27"
146,7684,2087,"2007-11-20 04:54:36"
146,7746,2043,"2008-04-08 09:07:25"
146,7750,2088,"2008-03-03 23:36:51"
146,7753,877,"2006-10-12 04:38:03"
146,7755,406,"2007-12-01 06:39:01"
146,7773,2029,"2007-11-20 21:13:33"
146,7841,140,"2008-02-28 05:33:56"
146,7843,770,"2008-04-21 00:13:55"
146,7861,1047,"2007-08-09 20:05:23"
146,7910,305,"2008-04-03 02:08:37"
146,7921,109,"2008-11-30 16:55:50"
146,7934,132,"2007-12-01 06:24:43"
146,7942,2069,"2007-01-21 00:00:10"
146,7988,107,"2008-05-02 20:26:26"
146,8080,111,"2007-12-16 05:01:00"
146,8082,305,"2008-04-02 22:01:19"
146,8108,66,"2007-10-27 21:00:12"
146,8157,2029,"2007-11-20 20:41:16"
146,8176,1039,"2007-11-01 16:50:57"
146,8211,888,"2007-12-10 19:07:51"
146,8214,566,"2008-10-05 21:52:30"
146,8215,141,"2008-03-03 11:16:19"
146,8221,305,"2008-04-02 02:41:41"
146,8235,645,"2007-11-25 05:45:58"
146,8254,903,"2006-05-27 04:21:21"
146,8259,507,"2008-04-30 01:32:51"
146,8263,728,"2008-03-29 01:36:52"
146,8266,901,"2008-07-09 03:06:09"
146,8267,2064,"2008-02-27 05:45:43"
146,8274,132,"2007-12-01 06:32:30"
146,8281,354,"2007-12-15 06:11:56"
146,8282,901,"2008-04-28 21:51:35"
146,8314,2043,"2008-04-08 09:11:15"
146,8381,107,"2008-04-08 07:51:15"
146,8541,2057,"2008-05-31 05:30:02"
146,8545,2074,"2008-03-03 23:51:18"
146,8584,795,"2007-12-10 18:59:25"
146,8594,705,"2008-12-04 21:49:07"
146,8652,1039,"2007-11-01 17:09:47"
146,8672,66,"2007-11-26 01:32:11"
146,8695,107,"2008-11-16 21:00:56"
146,8726,995,"2007-10-17 03:59:39"
146,8731,537,"2008-04-25 19:40:49"
146,8732,1039,"2007-11-01 17:06:05"
146,8737,914,"2007-11-20 21:19:27"
146,8741,305,"2008-04-22 19:23:58"
146,8758,2070,"2007-11-26 02:47:03"
146,8772,959,"2008-12-17 22:51:31"
146,8779,107,"2006-10-30 19:29:16"
146,8784,134,"2008-09-12 20:55:32"
146,8826,1047,"2008-10-05 21:47:19"
146,8862,2029,"2007-11-20 20:57:56"
146,8864,983,"2007-11-26 01:16:14"
146,8902,2029,"2007-11-20 20:53:24"
146,8958,2070,"2007-11-26 02:45:34"
146,8978,2089,"2007-12-01 07:01:29"
146,8982,556,"2007-12-06 21:23:28"
146,9035,2045,"2008-04-08 07:48:24"
146,9102,728,"2008-03-29 01:36:43"
146,9147,2078,"2007-12-01 19:17:23"
146,9170,959,"2006-05-19 03:46:38"
146,9180,2051,"2007-12-23 18:22:40"
146,9191,850,"2007-12-14 04:05:22"
146,9195,2082,"2008-03-23 18:19:38"
146,9230,2090,"2007-12-14 23:01:56"
146,9246,2042,"2007-06-27 21:04:16"
146,9249,2043,"2008-04-08 09:06:55"
146,9263,305,"2008-04-07 18:57:18"
146,9270,959,"2006-05-23 03:16:24"
146,9273,107,"2008-11-15 02:59:15"
146,9282,178,"2008-12-14 13:10:42"
146,9291,877,"2008-04-16 19:20:54"
146,9297,107,"2008-05-01 15:02:23"
146,9320,649,"2007-11-25 05:32:47"
146,9327,507,"2007-11-20 20:22:23"
146,9332,107,"2006-11-04 03:41:18"
146,9336,107,"2006-10-30 19:24:35"
146,9338,685,"2007-11-22 18:58:00"
146,9339,862,"2007-11-22 18:20:23"
146,9361,847,"2008-04-07 04:25:51"
146,9364,132,"2007-12-01 06:21:22"
146,9379,855,"2008-08-24 19:23:03"
146,9425,888,"2009-01-02 15:39:49"
146,9429,107,"2006-10-30 20:18:30"
146,9439,770,"2006-10-12 05:07:32"
146,9461,2091,"2008-10-05 21:46:15"
146,9476,2092,"2008-09-02 06:16:39"
146,9482,305,"2008-04-03 01:56:19"
146,9488,2029,"2007-11-20 20:58:47"
146,9496,770,"2006-10-12 05:08:31"
146,9518,132,"2007-12-01 06:46:48"
146,9534,132,"2007-12-01 06:44:04"
146,9541,2093,"2008-08-16 01:27:53"
146,9554,132,"2007-12-01 06:23:33"
146,9578,995,"2008-11-27 15:19:07"
